Cycle,Phase,RB,Rep01,Rep02,Rep03,Rep04,Rep05,Rep06,Rep07,Min,Mean,Median,Max,StdDev,StdError
c1,p1,rb05,0.10833333333333334,0.10833333333333334,0.10833333333333334,0.11666666666666667,0.10833333333333334,0.11666666666666667,0.11666666666666667,0.10833333333333334,0.11190476190476192,0.10833333333333334,0.11666666666666667,0.004454354031873739,0.0016835875742536842
c1,p2,rb05,0.11666666666666667,0.11666666666666667,0.11666666666666667,0.10833333333333334,0.10833333333333334,,,0.10833333333333334,0.11333333333333333,0.11666666666666667,0.11666666666666667,0.004564354645876383,0.0017251638983558852
c1,p3,rb05,0.11666666666666667,0.11666666666666667,0.11666666666666667,0.11666666666666667,0.10833333333333334,,,0.10833333333333334,0.11499999999999999,0.11666666666666667,0.11666666666666667,0.0037267799624996485,0.0014085904245475273
c1,p4,rb05,0.10833333333333334,0.11666666666666667,0.125,0.13333333333333333,0.11666666666666667,,,0.10833333333333334,0.12,0.11666666666666667,0.13333333333333333,0.009501461875826147,0.0035912150307138933
c1,p5,rb05,0.10833333333333334,0.125,0.11666666666666667,0.125,0.125,,,0.10833333333333334,0.12,0.125,0.125,0.007453559924999297,0.0028171808490950545
c1,p6,rb05,0.125,0.11666666666666667,0.11666666666666667,0.125,0.125,,,0.11666666666666667,0.12166666666666667,0.125,0.125,0.004564354645876383,0.0017251638983558852
c1,p7,rb05,0.10833333333333334,0.10833333333333334,0.11666666666666667,0.10833333333333334,0.11666666666666667,0.125,,0.10833333333333334,0.11388888888888889,0.1125,0.125,0.006804138174397715,0.0025717224993681976
c1,p8,rb05,0.11666666666666667,0.1,0.10833333333333334,0.11666666666666667,0.11666666666666667,,,0.1,0.11166666666666666,0.11666666666666667,0.11666666666666667,0.007453559924999297,0.0028171808490950545
c1,p9,rb05,0.11666666666666667,0.13333333333333333,0.10833333333333334,0.11666666666666667,0.11666666666666667,,,0.10833333333333334,0.11833333333333333,0.11666666666666667,0.13333333333333333,0.009128709291752767,0.0034503277967117703
c2,p1,rb05,0.13333333333333333,0.15,0.14166666666666666,0.15833333333333333,0.15833333333333333,,,0.13333333333333333,0.14833333333333332,0.15,0.15833333333333333,0.010865337342004412,0.004106711502538175
c2,p2,rb05,0.11666666666666667,0.10833333333333334,0.10833333333333334,0.10833333333333334,0.10833333333333334,,,0.10833333333333334,0.11000000000000001,0.10833333333333334,0.11666666666666667,0.003726779962499649,0.0014085904245475273
c2,p3,rb05,0.125,0.125,0.11666666666666667,0.10833333333333334,0.11666666666666667,,,0.10833333333333334,0.11833333333333333,0.11666666666666667,0.125,0.006972166887783961,0.0026352313834736487
c2,p4,rb05,0.11666666666666667,0.11666666666666667,0.11666666666666667,0.1,0.10833333333333334,,,0.1,0.11166666666666666,0.11666666666666667,0.11666666666666667,0.007453559924999297,0.0028171808490950545
c2,p5,rb05,0.075,0.08333333333333333,0.1,0.1,0.058333333333333334,,,0.058333333333333334,0.08333333333333333,0.08333333333333333,0.1,0.01767766952966369,0.006681531047810611
c2,p6,rb05,0.09166666666666666,0.1,0.10833333333333334,0.11666666666666667,0.11666666666666667,,,0.09166666666666666,0.10666666666666666,0.10833333333333334,0.11666666666666667,0.010865337342004417,0.004106711502538177
c2,p7,rb05,0.11666666666666667,0.10833333333333334,0.10833333333333334,0.10833333333333334,0.10833333333333334,,,0.10833333333333334,0.11000000000000001,0.10833333333333334,0.11666666666666667,0.003726779962499649,0.0014085904245475273
c2,p8,rb05,0.058333333333333334,0.08333333333333333,0.058333333333333334,0.06666666666666667,0.05,,,0.05,0.06333333333333332,0.058333333333333334,0.08333333333333333,0.012638125740085914,0.004776762535175922
c2,p9,rb05,0.10833333333333334,0.1,0.10833333333333334,0.1,0.1,,,0.1,0.10333333333333332,0.1,0.10833333333333334,0.004564354645876383,0.0017251638983558852
c3,p1,rb05,0.1,0.1,0.10833333333333334,0.125,0.125,,,0.1,0.11166666666666666,0.10833333333333334,0.125,0.012638125740085914,0.004776762535175922
c3,p2,rb05,0.09166666666666666,0.09166666666666666,0.08333333333333333,0.125,0.09166666666666666,,,0.08333333333333333,0.09666666666666666,0.09166666666666666,0.125,0.016244657241348277,0.006139903313441729
c3,p3,rb05,0.09166666666666666,0.1,0.09166666666666666,0.10833333333333334,0.10833333333333334,,,0.09166666666666666,0.1,0.1,0.10833333333333334,0.008333333333333338,0.003149703941743562
